Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Knowledge,Knowledge%,Study_Aid,Study_Aid%,Parental_Engagement,Parental_Engagement%,Engagement,Engagement%
0.2093023255813953,0.075,2,3,-1,0.0,0.54,1,-1,0.375,1,2.0,1,2,0.5,-1,1.0,1.0,-1,60,0.1130232558139534,0.12,1.125,0.43,2.0,0.22,0.0156976744186046,0.02
0.3488372093023256,0.85,1,2,-1,0.6666666666666666,0.7,2,1,0.375,1,3.0,-1,2,0.3333333333333333,-1,1.0,1.0,1,68,0.2441860465116279,0.27,0.75,0.29,1.0,0.11,0.2965116279069767,0.36
0.2558139534883721,0.975,3,3,-1,0.6666666666666666,0.42,2,1,0.25,2,1.0,-1,2,0.3333333333333333,-1,2.0,1.0,1,70,0.1074418604651162,0.12,0.75,0.29,6.0,0.67,0.2494186046511628,0.31
0.4651162790697674,0.95,3,2,-1,0.1666666666666666,0.32,1,1,0.375,3,3.0,-1,3,0.8333333333333334,-1,1.0,1.0,-1,73,0.1488372093023255,0.16,0.75,0.29,3.0,0.33,0.4418604651162789,0.54
0.4651162790697674,1.0,1,3,-1,0.3333333333333333,0.88,2,-1,0.125,3,2.0,-1,3,0.5,-1,2.0,2.0,1,72,0.4093023255813953,0.45,0.375,0.14,2.0,0.22,0.4651162790697674,0.57
0.3720930232558139,0.95,3,3,-1,0.3333333333333333,0.36,2,1,0.25,2,2.0,-1,3,0.5,-1,1.0,1.0,-1,72,0.133953488372093,0.15,0.75,0.29,3.0,0.33,0.3534883720930232,0.43
0.2790697674418604,0.225,2,2,1,0.5,0.44,1,1,0.25,3,2.0,-1,3,0.3333333333333333,-1,1.0,2.0,1,63,0.1227906976744185,0.13,0.5,0.19,2.0,0.22,0.0627906976744186,0.08
0.4883720930232558,0.175,3,3,1,1.0,0.1,2,1,0.125,1,2.0,-1,3,0.3333333333333333,-1,1.0,2.0,-1,65,0.0488372093023255,0.05,0.375,0.14,3.0,0.33,0.0854651162790697,0.1
0.4651162790697674,0.475,2,1,1,0.6666666666666666,0.56,1,1,0.125,1,3.0,-1,3,0.6666666666666666,-1,2.0,2.0,1,66,0.2604651162790697,0.28,0.125,0.05,4.0,0.44,0.2209302325581394,0.27
0.4418604651162791,0.45,2,2,-1,0.3333333333333333,0.54,2,1,0.375,2,2.0,1,3,0.5,-1,1.0,2.0,-1,67,0.2386046511627907,0.26,0.75,0.29,2.0,0.22,0.1988372093023256,0.24
0.4418604651162791,0.475,3,2,1,0.1666666666666666,0.48,2,1,0.125,1,2.0,-1,2,0.8333333333333334,-1,1.0,3.0,-1,67,0.2120930232558139,0.23,0.25,0.1,3.0,0.33,0.2098837209302325,0.26
0.5116279069767442,0.775,3,3,-1,1.0,0.34,3,1,0.25,1,2.0,-1,3,0.3333333333333333,-1,2.0,1.0,-1,72,0.173953488372093,0.19,0.75,0.29,6.0,0.67,0.3965116279069767,0.49
0.2093023255813953,0.05,2,1,-1,0.5,0.36,3,1,0.375,2,2.0,-1,2,0.5,-1,3.0,1.0,-1,61,0.0753488372093023,0.08,0.375,0.14,6.0,0.67,0.0104651162790697,0.01
0.3488372093023256,0.675,1,2,1,1.0,0.12,1,1,0.25,2,3.0,1,2,0.0,-1,3.0,2.0,1,65,0.041860465116279,0.05,0.5,0.19,3.0,0.33,0.2354651162790698,0.29
0.5348837209302325,0.475,1,1,-1,0.5,0.2,1,1,0.0,1,3.0,-1,2,0.5,-1,3.0,1.0,1,65,0.1069767441860465,0.12,0.0,0.0,3.0,0.33,0.2540697674418604,0.31
0.4186046511627907,0.3,2,1,1,0.6666666666666666,0.16,2,1,0.0,2,1.0,-1,2,0.5,-1,1.0,1.0,1,62,0.0669767441860465,0.07,0.0,0.0,2.0,0.22,0.1255813953488372,0.15
0.5116279069767442,0.725,1,3,-1,0.5,0.62,2,1,0.25,1,3.0,-1,2,0.3333333333333333,-1,3.0,2.0,-1,70,0.3172093023255814,0.35,0.75,0.29,3.0,0.33,0.3709302325581395,0.45
0.5813953488372093,0.95,2,1,1,0.8333333333333334,0.46,3,1,0.125,3,1.0,-1,2,1.0,-1,3.0,2.0,-1,73,0.2674418604651163,0.29,0.125,0.05,6.0,0.67,0.5523255813953488,0.68
0.4186046511627907,0.725,1,2,1,0.1666666666666666,0.2,1,1,0.5,2,2.0,-1,3,0.3333333333333333,-1,3.0,2.0,1,69,0.0837209302325581,0.09,1.0,0.38,3.0,0.33,0.3034883720930232,0.37
0.3953488372093023,0.8,1,2,1,0.6666666666666666,0.08,2,1,0.125,2,2.0,-1,3,0.5,-1,1.0,1.0,-1,67,0.0316279069767441,0.03,0.25,0.1,1.0,0.11,0.3162790697674418,0.39
0.0930232558139534,0.825,2,2,1,0.5,0.62,2,-1,0.125,1,3.0,-1,2,0.3333333333333333,-1,2.0,1.0,1,65,0.0576744186046511,0.06,0.25,0.1,4.0,0.44,0.0767441860465115,0.09
0.5348837209302325,0.775,1,1,1,0.5,0.32,3,1,0.25,1,3.0,-1,2,0.5,-1,1.0,1.0,-1,69,0.1711627906976744,0.19,0.25,0.1,1.0,0.11,0.4145348837209302,0.51
0.3488372093023256,0.175,2,3,-1,0.5,0.78,3,1,0.375,1,2.0,-1,3,0.5,-1,2.0,1.0,-1,66,0.2720930232558139,0.3,1.125,0.43,4.0,0.44,0.0610465116279069,0.07
0.3720930232558139,0.025,3,2,-1,0.5,0.26,1,1,0.125,2,2.0,-1,3,0.6666666666666666,-1,2.0,2.0,1,62,0.0967441860465116,0.11,0.25,0.1,6.0,0.67,0.0093023255813953,0.01
0.627906976744186,0.1,2,3,1,0.3333333333333333,0.68,1,1,0.25,2,2.0,1,3,0.3333333333333333,-1,3.0,1.0,-1,69,0.4269767441860465,0.47,0.75,0.29,6.0,0.67,0.0627906976744186,0.08
0.1627906976744186,0.3,3,3,1,0.8333333333333334,0.86,3,1,0.5,2,2.0,-1,3,0.6666666666666666,-1,1.0,1.0,-1,68,0.1399999999999999,0.15,1.5,0.57,3.0,0.33,0.0488372093023255,0.06
0.0232558139534883,0.9,1,3,1,0.8333333333333334,0.54,2,1,0.375,2,,-1,2,0.3333333333333333,-1,1.0,3.0,1,65,0.0125581395348836,0.01,1.125,0.43,1.0,0.11,0.0209302325581394,0.03
0.3953488372093023,0.2,2,3,1,1.0,0.7,3,1,0.375,1,2.0,-1,2,0.5,-1,1.0,1.0,-1,66,0.2767441860465116,0.3,1.125,0.43,2.0,0.22,0.0790697674418604,0.1
0.7209302325581395,0.65,2,2,1,0.1666666666666666,0.36,1,1,0.125,2,2.0,-1,1,0.6666666666666666,-1,1.0,2.0,-1,70,0.2595348837209302,0.28,0.25,0.1,2.0,0.22,0.4686046511627906,0.57
0.4883720930232558,0.0,1,1,-1,0.5,0.66,2,-1,0.375,2,2.0,-1,3,0.1666666666666666,-1,2.0,1.0,1,62,0.3223255813953488,0.35,0.375,0.14,2.0,0.22,0.0,0.0
0.4186046511627907,0.125,2,3,1,0.5,0.36,1,1,0.125,1,1.0,-1,2,0.6666666666666666,-1,2.0,1.0,1,63,0.1506976744186046,0.16,0.375,0.14,4.0,0.44,0.0523255813953488,0.06
0.5348837209302325,0.975,2,1,1,0.6666666666666666,0.04,1,1,0.125,1,3.0,-1,1,0.3333333333333333,-1,1.0,1.0,-1,69,0.0213953488372093,0.02,0.125,0.05,2.0,0.22,0.5215116279069767,0.64
0.627906976744186,0.275,2,2,1,0.8333333333333334,0.14,3,1,0.125,1,3.0,-1,2,0.6666666666666666,-1,3.0,1.0,1,69,0.087906976744186,0.1,0.25,0.1,6.0,0.67,0.1726744186046512,0.21
0.3023255813953488,0.25,2,2,1,0.8333333333333334,0.02,1,1,0.125,1,3.0,-1,1,0.6666666666666666,-1,2.0,1.0,-1,62,0.0060465116279069,0.01,0.25,0.1,4.0,0.44,0.0755813953488372,0.09
0.4186046511627907,0.275,2,3,1,0.5,0.32,1,1,0.25,1,2.0,-1,2,0.5,-1,,1.0,1,65,0.133953488372093,0.15,0.75,0.29,,,0.1151162790697674,0.14
0.5348837209302325,0.9,1,3,-1,0.3333333333333333,0.86,2,1,0.25,1,2.0,-1,2,0.3333333333333333,-1,1.0,2.0,1,94,0.4599999999999999,0.5,0.75,0.29,1.0,0.11,0.4813953488372092,0.59
0.2558139534883721,0.625,3,3,-1,0.6666666666666666,0.16,1,1,0.125,1,3.0,-1,3,0.5,-1,3.0,1.0,-1,67,0.0409302325581395,0.04,0.375,0.14,9.0,1.0,0.1598837209302325,0.2
0.3255813953488372,0.025,2,2,-1,1.0,0.86,3,1,0.0,2,3.0,-1,2,0.6666666666666666,-1,1.0,1.0,-1,63,0.2799999999999999,0.3,0.0,0.0,2.0,0.22,0.0081395348837209,0.01
0.3953488372093023,0.1,3,2,1,0.6666666666666666,0.68,2,-1,0.25,2,2.0,-1,2,0.5,-1,2.0,1.0,1,64,0.2688372093023256,0.29,0.5,0.19,6.0,0.67,0.0395348837209302,0.05
0.4418604651162791,0.1,2,1,1,0.6666666666666666,0.06,1,1,0.125,1,2.0,-1,3,0.3333333333333333,-1,1.0,1.0,-1,61,0.0265116279069767,0.03,0.125,0.05,2.0,0.22,0.0441860465116279,0.05
0.3953488372093023,0.55,2,2,1,0.3333333333333333,0.5,2,1,0.0,1,2.0,1,1,0.6666666666666666,-1,2.0,1.0,-1,66,0.1976744186046511,0.22,0.0,0.0,4.0,0.44,0.2174418604651163,0.27
0.4186046511627907,0.575,3,1,1,0.6666666666666666,0.08,2,1,0.125,1,2.0,1,3,0.6666666666666666,-1,1.0,2.0,-1,66,0.0334883720930232,0.04,0.125,0.05,3.0,0.33,0.2406976744186046,0.29
0.3720930232558139,0.425,2,2,1,0.3333333333333333,0.08,1,1,0.375,1,2.0,-1,2,0.6666666666666666,-1,1.0,2.0,-1,64,0.0297674418604651,0.03,0.75,0.29,2.0,0.22,0.1581395348837209,0.19
0.4651162790697674,0.775,1,3,1,0.8333333333333334,0.58,2,1,0.25,1,2.0,1,2,0.5,-1,2.0,3.0,1,69,0.2697674418604651,0.29,0.75,0.29,2.0,0.22,0.3604651162790697,0.44
0.4418604651162791,0.95,2,3,1,0.5,0.8,2,1,0.25,2,2.0,-1,3,0.6666666666666666,-1,,1.0,-1,73,0.3534883720930233,0.39,0.75,0.29,,,0.4197674418604651,0.51
0.3720930232558139,0.1,2,2,-1,0.8333333333333334,0.0,2,1,0.25,1,3.0,-1,3,0.6666666666666666,-1,1.0,2.0,1,62,0.0,0.0,0.5,0.19,2.0,0.22,0.0372093023255813,0.05
0.6976744186046512,0.025,3,2,-1,0.5,0.68,2,1,0.25,2,2.0,1,2,0.5,-1,1.0,1.0,-1,68,0.4744186046511628,0.52,0.5,0.19,3.0,0.33,0.0174418604651162,0.02
0.2790697674418604,0.975,1,3,1,0.3333333333333333,0.9,2,-1,0.0,1,2.0,-1,3,0.6666666666666666,-1,3.0,1.0,-1,69,0.2511627906976744,0.27,0.0,0.0,3.0,0.33,0.2720930232558139,0.33
0.7906976744186046,0.3,3,3,1,0.1666666666666666,0.5,2,1,0.125,1,2.0,-1,3,0.8333333333333334,-1,2.0,2.0,-1,72,0.3953488372093023,0.43,0.375,0.14,6.0,0.67,0.2372093023255813,0.29
0.4651162790697674,0.25,2,2,-1,0.6666666666666666,0.48,1,1,0.25,2,2.0,-1,3,0.5,-1,3.0,3.0,-1,65,0.2232558139534883,0.24,0.5,0.19,6.0,0.67,0.1162790697674418,0.14
0.5116279069767442,0.025,1,2,-1,0.8333333333333334,0.16,2,1,0.5,2,2.0,-1,2,0.3333333333333333,-1,1.0,1.0,-1,63,0.081860465116279,0.09,1.0,0.38,1.0,0.11,0.0127906976744186,0.02
0.4651162790697674,0.425,2,1,1,0.1666666666666666,0.88,1,1,0.125,2,3.0,-1,1,0.5,-1,1.0,3.0,-1,65,0.4093023255813953,0.45,0.125,0.05,2.0,0.22,0.1976744186046511,0.24
0.4418604651162791,0.85,3,2,-1,0.6666666666666666,0.18,3,1,0.375,2,2.0,-1,3,0.6666666666666666,-1,1.0,1.0,1,72,0.0795348837209302,0.09,0.75,0.29,3.0,0.33,0.3755813953488372,0.46
0.6511627906976745,0.775,2,2,-1,0.8333333333333334,0.6,1,1,0.0,1,3.0,-1,1,0.6666666666666666,-1,1.0,1.0,1,70,0.3906976744186046,0.43,0.0,0.0,2.0,0.22,0.5046511627906978,0.62
0.5348837209302325,0.9,3,3,-1,0.6666666666666666,0.5,1,1,0.125,2,2.0,-1,3,0.1666666666666666,-1,2.0,2.0,1,72,0.2674418604651162,0.29,0.375,0.14,6.0,0.67,0.4813953488372092,0.59
0.4418604651162791,0.875,2,2,1,0.3333333333333333,0.48,2,1,0.125,3,1.0,-1,3,0.6666666666666666,-1,1.0,3.0,1,70,0.2120930232558139,0.23,0.25,0.1,2.0,0.22,0.3866279069767442,0.47
0.5581395348837209,0.975,2,2,-1,0.6666666666666666,0.66,2,1,0.125,2,2.0,-1,2,0.3333333333333333,-1,2.0,1.0,1,72,0.3683720930232558,0.4,0.25,0.1,4.0,0.44,0.5441860465116279,0.67
0.4883720930232558,0.375,2,2,1,1.0,0.54,3,1,0.25,1,1.0,-1,2,0.3333333333333333,-1,1.0,1.0,-1,66,0.2637209302325581,0.29,0.5,0.19,2.0,0.22,0.1831395348837209,0.22
0.4186046511627907,0.65,2,2,-1,0.3333333333333333,0.62,2,1,0.375,2,3.0,-1,2,0.5,-1,2.0,1.0,-1,70,0.2595348837209302,0.28,0.75,0.29,4.0,0.44,0.2720930232558139,0.33
0.3953488372093023,0.875,3,3,1,0.6666666666666666,0.7,1,1,0.25,1,3.0,-1,3,0.5,-1,2.0,1.0,1,73,0.2767441860465116,0.3,0.75,0.29,6.0,0.67,0.3459302325581395,0.42
0.5116279069767442,0.625,2,1,-1,0.6666666666666666,0.34,1,1,0.125,2,2.0,1,2,0.5,-1,3.0,3.0,1,66,0.173953488372093,0.19,0.125,0.05,6.0,0.67,0.3197674418604651,0.39
0.5348837209302325,0.0,3,1,1,0.1666666666666666,0.38,2,1,0.125,2,3.0,-1,2,0.8333333333333334,-1,1.0,2.0,-1,64,0.2032558139534883,0.22,0.125,0.05,3.0,0.33,0.0,0.0
0.3488372093023256,0.45,2,2,1,0.0,0.56,2,1,0.625,3,2.0,-1,3,0.5,-1,1.0,1.0,1,68,0.1953488372093023,0.21,1.25,0.48,2.0,0.22,0.1569767441860465,0.19
0.6511627906976745,0.1,1,2,-1,0.8333333333333334,0.54,2,1,0.0,1,3.0,-1,1,0.3333333333333333,-1,1.0,2.0,1,63,0.3516279069767442,0.38,0.0,0.0,1.0,0.11,0.0651162790697674,0.08
0.4418604651162791,0.575,1,2,-1,0.5,1.0,2,1,0.5,1,2.0,-1,1,0.5,-1,2.0,1.0,-1,68,0.4418604651162791,0.48,1.0,0.38,2.0,0.22,0.2540697674418604,0.31
0.3720930232558139,0.675,2,2,-1,0.8333333333333334,0.98,2,1,0.125,2,1.0,1,2,0.5,-1,1.0,2.0,-1,67,0.3646511627906976,0.4,0.25,0.1,2.0,0.22,0.2511627906976744,0.31
0.3720930232558139,0.425,2,2,1,0.3333333333333333,0.34,1,1,0.125,1,2.0,-1,3,0.1666666666666666,-1,2.0,1.0,-1,64,0.1265116279069767,0.14,0.25,0.1,4.0,0.44,0.1581395348837209,0.19
0.3953488372093023,0.25,2,2,1,0.0,0.12,2,1,0.125,3,3.0,-1,2,0.6666666666666666,-1,1.0,1.0,-1,65,0.0474418604651162,0.05,0.25,0.1,2.0,0.22,0.0988372093023255,0.12
0.5581395348837209,0.55,2,3,-1,0.0,0.08,2,1,0.0,2,2.0,-1,2,0.5,-1,1.0,1.0,-1,67,0.0446511627906976,0.05,0.0,0.0,2.0,0.22,0.3069767441860465,0.38
0.3720930232558139,0.675,3,1,1,0.3333333333333333,0.68,2,1,0.0,2,2.0,-1,3,0.5,-1,2.0,3.0,-1,67,0.2530232558139534,0.28,0.0,0.0,6.0,0.67,0.2511627906976744,0.31
0.5116279069767442,0.875,2,2,1,0.6666666666666666,0.88,2,1,0.125,2,2.0,-1,3,0.6666666666666666,-1,1.0,1.0,-1,73,0.4502325581395349,0.49,0.25,0.1,2.0,0.22,0.4476744186046512,0.55
0.2325581395348837,0.4,2,2,1,0.5,0.42,2,-1,0.125,2,1.0,-1,2,0.3333333333333333,-1,2.0,1.0,-1,62,0.0976744186046511,0.11,0.25,0.1,4.0,0.44,0.0930232558139534,0.11
0.3488372093023256,0.775,3,3,1,0.3333333333333333,0.84,1,1,0.25,1,3.0,1,3,0.5,-1,1.0,2.0,-1,71,0.2930232558139535,0.32,0.75,0.29,3.0,0.33,0.2703488372093023,0.33
0.3720930232558139,0.2,3,2,1,0.0,0.3,3,1,0.0,2,2.0,1,3,0.3333333333333333,-1,1.0,2.0,-1,64,0.1116279069767441,0.12,0.0,0.0,3.0,0.33,0.0744186046511627,0.09
0.4186046511627907,0.55,3,2,-1,0.6666666666666666,0.64,1,1,0.25,1,2.0,1,1,0.6666666666666666,-1,3.0,1.0,1,68,0.267906976744186,0.29,0.5,0.19,9.0,1.0,0.2302325581395349,0.28
0.2325581395348837,0.05,2,3,1,0.1666666666666666,0.64,2,1,0.375,3,2.0,1,2,0.6666666666666666,-1,2.0,2.0,-1,64,0.1488372093023255,0.16,1.125,0.43,4.0,0.44,0.0116279069767441,0.01
0.5116279069767442,0.75,3,2,1,0.5,0.32,1,1,0.25,3,3.0,-1,2,0.5,-1,1.0,1.0,1,71,0.1637209302325581,0.18,0.5,0.19,3.0,0.33,0.3837209302325581,0.47
0.3488372093023256,0.8,2,1,-1,0.8333333333333334,0.42,3,1,0.25,1,2.0,1,2,0.3333333333333333,-1,1.0,2.0,1,66,0.1465116279069767,0.16,0.25,0.1,2.0,0.22,0.2790697674418604,0.34
0.7674418604651163,0.05,3,1,-1,0.6666666666666666,0.78,1,1,0.375,1,2.0,1,2,0.6666666666666666,-1,2.0,2.0,1,68,0.5986046511627907,0.65,0.375,0.14,6.0,0.67,0.0383720930232558,0.05
0.5581395348837209,0.675,3,2,1,0.6666666666666666,0.8,2,1,0.125,1,2.0,-1,1,0.6666666666666666,-1,1.0,1.0,1,71,0.4465116279069767,0.49,0.25,0.1,3.0,0.33,0.3767441860465116,0.46
0.3953488372093023,0.625,2,3,1,0.3333333333333333,0.72,3,-1,0.125,2,2.0,1,2,0.5,-1,1.0,1.0,1,68,0.2846511627906976,0.31,0.375,0.14,2.0,0.22,0.2470930232558139,0.3
0.4651162790697674,0.525,2,1,1,0.5,0.3,3,1,0.125,2,2.0,-1,3,0.3333333333333333,-1,2.0,2.0,-1,67,0.1395348837209302,0.15,0.125,0.05,4.0,0.44,0.2441860465116279,0.3
0.3720930232558139,0.025,2,2,1,0.5,0.74,3,1,0.625,2,2.0,-1,2,0.5,-1,1.0,1.0,-1,65,0.2753488372093022,0.3,1.25,0.48,2.0,0.22,0.0093023255813953,0.01
0.0,0.225,3,2,1,0.3333333333333333,0.94,2,1,0.125,1,2.0,-1,3,0.5,-1,1.0,1.0,1,61,0.0,0.0,0.25,0.1,3.0,0.33,0.0,0.0
0.4418604651162791,0.8,2,1,-1,1.0,0.38,2,1,0.0,1,2.0,-1,3,0.3333333333333333,-1,3.0,3.0,-1,67,0.167906976744186,0.18,0.0,0.0,6.0,0.67,0.3534883720930233,0.43
0.3953488372093023,0.1,1,1,1,0.5,0.94,1,1,0.25,2,1.0,1,2,0.6666666666666666,-1,2.0,1.0,-1,62,0.3716279069767441,0.4,0.25,0.1,2.0,0.22,0.0395348837209302,0.05
0.5581395348837209,0.825,3,3,1,0.1666666666666666,0.26,2,1,0.25,3,2.0,-1,3,0.3333333333333333,-1,3.0,1.0,1,75,0.1451162790697674,0.16,0.75,0.29,9.0,1.0,0.4604651162790697,0.56
0.3488372093023256,0.075,2,3,1,0.3333333333333333,0.46,2,1,0.0,2,2.0,-1,2,0.6666666666666666,-1,2.0,1.0,-1,63,0.1604651162790697,0.17,0.0,0.0,4.0,0.44,0.0261627906976744,0.03
0.4186046511627907,0.625,3,3,-1,0.5,0.84,2,1,0.375,2,2.0,-1,2,0.3333333333333333,-1,2.0,1.0,1,71,0.3516279069767442,0.38,1.125,0.43,6.0,0.67,0.2616279069767442,0.32
0.4883720930232558,0.8,3,1,-1,0.6666666666666666,0.64,2,1,0.25,2,2.0,1,2,0.8333333333333334,-1,3.0,1.0,-1,72,0.3125581395348837,0.34,0.25,0.1,9.0,1.0,0.3906976744186046,0.48
0.4883720930232558,0.6,2,2,1,0.8333333333333334,0.76,2,1,0.25,1,3.0,1,2,0.6666666666666666,-1,3.0,1.0,-1,71,0.3711627906976744,0.4,0.5,0.19,6.0,0.67,0.2930232558139534,0.36
0.3953488372093023,0.275,1,2,1,0.6666666666666666,0.24,2,1,0.375,3,3.0,-1,3,0.3333333333333333,-1,2.0,1.0,-1,66,0.0948837209302325,0.1,0.75,0.29,2.0,0.22,0.1087209302325581,0.13
0.5348837209302325,0.775,2,2,1,0.6666666666666666,0.1,1,1,0.0,2,1.0,1,2,0.3333333333333333,-1,2.0,2.0,1,67,0.0534883720930232,0.06,0.0,0.0,4.0,0.44,0.4145348837209302,0.51
0.3720930232558139,0.75,2,3,-1,0.6666666666666666,0.68,2,1,0.125,1,1.0,-1,1,0.6666666666666666,-1,1.0,3.0,1,67,0.2530232558139534,0.28,0.375,0.14,2.0,0.22,0.2790697674418604,0.34
0.4186046511627907,0.375,2,3,1,1.0,0.58,2,1,0.125,2,2.0,-1,2,0.3333333333333333,-1,1.0,1.0,1,66,0.2427906976744186,0.26,0.375,0.14,2.0,0.22,0.1569767441860465,0.19
0.4418604651162791,0.575,1,1,-1,0.5,0.58,1,-1,0.25,2,2.0,-1,3,0.8333333333333334,-1,3.0,2.0,-1,66,0.2562790697674418,0.28,0.25,0.1,3.0,0.33,0.2540697674418604,0.31
0.3953488372093023,0.325,2,2,1,0.6666666666666666,0.48,1,-1,0.375,2,3.0,1,2,0.3333333333333333,-1,3.0,1.0,-1,66,0.1897674418604651,0.21,0.75,0.29,6.0,0.67,0.1284883720930232,0.16
0.6744186046511628,0.975,2,2,1,0.3333333333333333,0.14,2,1,0.0,1,2.0,-1,2,0.6666666666666666,-1,3.0,1.0,-1,73,0.0944186046511628,0.1,0.0,0.0,6.0,0.67,0.6575581395348837,0.8
0.2790697674418604,0.75,2,2,-1,0.1666666666666666,0.26,2,1,0.0,1,2.0,-1,2,0.6666666666666666,-1,1.0,2.0,1,64,0.0725581395348837,0.08,0.0,0.0,2.0,0.22,0.2093023255813953,0.26
0.6046511627906976,0.475,1,3,1,0.6666666666666666,0.26,3,1,0.25,1,2.0,-1,1,0.8333333333333334,-1,2.0,2.0,1,69,0.1572093023255814,0.17,0.75,0.29,2.0,0.22,0.2872093023255813,0.35
0.1395348837209302,0.925,1,3,-1,0.3333333333333333,0.94,2,1,0.375,2,3.0,1,3,0.3333333333333333,-1,2.0,2.0,1,69,0.1311627906976744,0.14,1.125,0.43,2.0,0.22,0.1290697674418604,0.16
0.6744186046511628,0.3,2,2,-1,0.6666666666666666,0.68,2,1,0.125,1,3.0,1,3,0.1666666666666666,-1,1.0,1.0,-1,68,0.4586046511627907,0.5,0.25,0.1,2.0,0.22,0.2023255813953488,0.25
0.4883720930232558,0.1,2,2,-1,0.3333333333333333,0.46,3,1,0.375,2,2.0,-1,3,0.6666666666666666,-1,3.0,2.0,1,67,0.2246511627906976,0.24,0.75,0.29,6.0,0.67,0.0488372093023255,0.06
0.1860465116279069,0.775,2,2,-1,0.6666666666666666,0.3,3,1,0.0,2,2.0,-1,3,0.6666666666666666,-1,1.0,2.0,-1,65,0.055813953488372,0.06,0.0,0.0,2.0,0.22,0.1441860465116278,0.18
0.5348837209302325,0.1,2,2,1,0.6666666666666666,0.3,2,1,0.0,2,2.0,-1,3,0.5,-1,2.0,1.0,1,65,0.1604651162790697,0.17,0.0,0.0,4.0,0.44,0.0534883720930232,0.07
0.3023255813953488,0.7,2,2,1,0.5,0.32,2,1,0.5,2,3.0,-1,3,0.5,-1,1.0,1.0,1,69,0.0967441860465116,0.11,1.0,0.38,2.0,0.22,0.2116279069767441,0.26
