Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Knowledge,Knowledge%,Study_Aid,Study_Aid%,Parental_Engagement,Parental_Engagement%,Engagement,Engagement%
0.4883720930232558,0.575,3,3,1,0.3333333333333333,0.88,2,1,0.0,3,2.0,-1,2,0.3333333333333333,-1,2.0,2.0,-1,71,0.4297674418604651,0.47,0.0,0.0,6.0,0.67,0.28081395348837207,0.34
0.3488372093023256,0.75,2,2,-1,0.0,0.16,2,1,0.125,1,2.0,-1,2,0.5,-1,1.0,2.0,1,66,0.05581395348837209,0.06,0.25,0.1,2.0,0.22,0.2616279069767442,0.32
0.3953488372093023,0.15,3,3,-1,0.0,0.02,1,1,0.25,1,2.0,1,2,0.3333333333333333,-1,2.0,1.0,-1,64,0.007906976744186046,0.01,0.75,0.29,6.0,0.67,0.059302325581395345,0.07
0.6976744186046512,0.25,2,3,1,0.5,0.32,2,1,0.125,3,2.0,-1,1,0.5,-1,2.0,1.0,-1,69,0.22325581395348837,0.24,0.375,0.14,4.0,0.44,0.1744186046511628,0.21
0.4418604651162791,0.225,2,2,1,0.6666666666666666,0.92,2,1,0.25,2,3.0,-1,3,0.5,-1,1.0,1.0,-1,67,0.40651162790697676,0.44,0.5,0.19,2.0,0.22,0.0994186046511628,0.12
0.3023255813953488,0.0,3,2,-1,0.1666666666666666,0.0,2,1,0.25,2,2.0,-1,2,0.5,-1,2.0,,1,61,0.0,0.0,0.5,0.19,6.0,0.67,0.0,0.0
0.5581395348837209,0.125,3,2,-1,0.1666666666666666,0.8,2,1,0.25,2,2.0,-1,3,0.5,-1,2.0,2.0,1,68,0.44651162790697674,0.49,0.5,0.19,6.0,0.67,0.06976744186046512,0.09
0.2790697674418604,0.3,1,2,-1,0.3333333333333333,0.86,1,1,0.125,1,2.0,-1,1,0.5,-1,1.0,1.0,-1,61,0.23999999999999994,0.26,0.25,0.1,1.0,0.11,0.08372093023255812,0.1
0.4651162790697674,0.125,2,1,1,0.5,0.82,1,1,0.25,2,3.0,-1,3,0.5,-1,1.0,3.0,1,64,0.3813953488372092,0.42,0.25,0.1,2.0,0.22,0.05813953488372092,0.07
0.1627906976744186,0.975,2,2,-1,0.8333333333333334,0.08,1,1,0.25,1,2.0,-1,2,0.8333333333333334,-1,3.0,1.0,1,67,0.013023255813953487,0.01,0.5,0.19,6.0,0.67,0.15872093023255812,0.19
0.2558139534883721,0.3,1,2,1,0.6666666666666666,0.68,2,1,0.125,1,2.0,-1,3,0.8333333333333334,-1,1.0,1.0,1,63,0.17395348837209304,0.19,0.25,0.1,1.0,0.11,0.07674418604651163,0.09
0.4651162790697674,0.125,1,2,1,0.3333333333333333,0.96,1,1,0.125,2,3.0,-1,1,0.6666666666666666,-1,1.0,1.0,-1,64,0.4465116279069767,0.49,0.25,0.1,1.0,0.11,0.05813953488372092,0.07
0.5348837209302325,0.2,3,2,-1,0.6666666666666666,0.12,1,1,0.375,3,3.0,-1,2,0.1666666666666666,-1,2.0,1.0,-1,67,0.0641860465116279,0.07,0.75,0.29,6.0,0.67,0.10697674418604651,0.13
0.4186046511627907,0.075,1,3,-1,0.5,0.88,2,1,0.125,2,2.0,1,3,0.5,-1,1.0,2.0,-1,64,0.36837209302325585,0.4,0.375,0.14,1.0,0.11,0.031395348837209305,0.04
0.2325581395348837,0.95,2,2,1,0.8333333333333334,0.64,1,1,0.125,2,2.0,1,3,0.5,-1,3.0,3.0,-1,68,0.14883720930232555,0.16,0.25,0.1,6.0,0.67,0.22093023255813948,0.27
0.3488372093023256,0.25,2,2,1,0.6666666666666666,0.96,2,1,0.25,2,2.0,-1,3,0.5,-1,1.0,2.0,-1,65,0.33488372093023255,0.36,0.5,0.19,2.0,0.22,0.0872093023255814,0.11
0.3720930232558139,0.45,2,2,1,0.3333333333333333,0.76,2,1,0.125,2,3.0,1,3,0.5,-1,2.0,1.0,1,68,0.28279069767441856,0.31,0.25,0.1,4.0,0.44,0.16744186046511625,0.2
0.5813953488372093,0.025,2,1,1,0.3333333333333333,0.4,2,1,0.25,1,2.0,-1,3,0.5,-1,1.0,2.0,1,64,0.23255813953488375,0.25,0.25,0.1,2.0,0.22,0.014534883720930234,0.02
0.4883720930232558,0.65,1,2,1,0.5,0.44,1,1,0.375,1,3.0,-1,3,0.3333333333333333,-1,1.0,2.0,-1,68,0.21488372093023256,0.23,0.75,0.29,1.0,0.11,0.3174418604651163,0.39
0.1860465116279069,0.425,2,2,-1,0.1666666666666666,0.14,2,1,0.25,2,3.0,-1,2,0.5,-1,1.0,1.0,-1,63,0.026046511627906967,0.03,0.5,0.19,2.0,0.22,0.07906976744186042,0.1
0.4883720930232558,0.275,1,2,1,0.5,0.3,1,1,0.125,2,1.0,-1,3,0.6666666666666666,-1,2.0,2.0,-1,64,0.14651162790697672,0.16,0.25,0.1,2.0,0.22,0.13430232558139535,0.16
0.3953488372093023,0.2,3,2,-1,0.5,0.44,2,1,0.0,2,2.0,-1,2,0.5,-1,2.0,1.0,-1,64,0.173953488372093,0.19,0.0,0.0,6.0,0.67,0.07906976744186046,0.1
0.3488372093023256,0.65,1,2,1,0.6666666666666666,0.26,2,1,0.25,2,2.0,-1,3,0.6666666666666666,-1,1.0,1.0,-1,67,0.09069767441860466,0.1,0.5,0.19,1.0,0.11,0.22674418604651164,0.28
0.5348837209302325,0.425,3,1,-1,0.6666666666666666,0.92,2,1,0.0,2,2.0,-1,2,0.5,-1,1.0,1.0,1,67,0.49209302325581394,0.54,0.0,0.0,3.0,0.33,0.2273255813953488,0.28
0.5813953488372093,0.7,2,3,1,0.1666666666666666,0.58,2,1,0.125,1,3.0,1,3,0.6666666666666666,-1,2.0,2.0,-1,72,0.3372093023255814,0.37,0.375,0.14,4.0,0.44,0.4069767441860465,0.5
0.3953488372093023,0.85,2,2,1,0.3333333333333333,0.74,3,1,0.125,2,2.0,-1,3,0.6666666666666666,-1,1.0,1.0,-1,71,0.2925581395348837,0.32,0.25,0.1,2.0,0.22,0.33604651162790694,0.41
0.4883720930232558,0.125,3,1,-1,0.6666666666666666,0.64,2,1,0.25,2,3.0,-1,3,0.1666666666666666,-1,3.0,1.0,1,66,0.3125581395348837,0.34,0.25,0.1,9.0,1.0,0.061046511627906974,0.07
0.5813953488372093,0.775,2,1,1,0.6666666666666666,0.42,2,1,0.0,1,2.0,1,2,0.5,-1,1.0,2.0,-1,68,0.24418604651162792,0.27,0.0,0.0,2.0,0.22,0.45058139534883723,0.55
0.3720930232558139,0.675,2,2,-1,0.5,0.92,2,1,0.125,3,2.0,-1,1,0.8333333333333334,-1,3.0,1.0,1,70,0.3423255813953488,0.37,0.25,0.1,6.0,0.67,0.2511627906976744,0.31
0.4186046511627907,0.125,2,2,1,1.0,0.32,1,1,0.0,1,2.0,-1,3,0.5,-1,1.0,2.0,-1,62,0.13395348837209303,0.15,0.0,0.0,2.0,0.22,0.05232558139534884,0.06
0.2790697674418604,0.7,1,3,1,0.8333333333333334,0.76,3,1,0.25,1,3.0,1,1,0.6666666666666666,-1,3.0,3.0,-1,68,0.21209302325581392,0.23,0.75,0.29,3.0,0.33,0.19534883720930227,0.24
0.2790697674418604,0.45,2,3,1,0.8333333333333334,0.92,3,1,0.25,1,2.0,-1,2,0.5,-1,2.0,2.0,-1,67,0.25674418604651156,0.28,0.75,0.29,4.0,0.44,0.1255813953488372,0.15
0.5581395348837209,0.95,1,3,1,0.6666666666666666,0.12,2,-1,0.0,2,3.0,1,2,0.5,-1,3.0,1.0,-1,71,0.0669767441860465,0.07,0.0,0.0,3.0,0.33,0.5302325581395348,0.65
0.627906976744186,0.15,2,3,1,0.6666666666666666,0.94,2,1,0.0,2,2.0,-1,2,0.3333333333333333,-1,1.0,1.0,-1,68,0.5902325581395349,0.64,0.0,0.0,2.0,0.22,0.0941860465116279,0.12
0.4418604651162791,0.65,2,2,1,0.6666666666666666,0.78,2,1,0.125,1,2.0,-1,1,0.5,-1,3.0,1.0,-1,69,0.3446511627906977,0.38,0.25,0.1,6.0,0.67,0.2872093023255814,0.35
0.5813953488372093,0.375,1,3,1,0.0,0.62,3,1,0.375,2,3.0,1,3,0.3333333333333333,-1,1.0,2.0,-1,70,0.3604651162790698,0.39,1.125,0.43,1.0,0.11,0.2180232558139535,0.27
0.4883720930232558,0.95,2,3,-1,0.1666666666666666,0.38,1,-1,0.125,1,3.0,-1,1,0.6666666666666666,-1,1.0,2.0,1,69,0.1855813953488372,0.2,0.375,0.14,2.0,0.22,0.463953488372093,0.57
0.3488372093023256,0.325,2,2,-1,0.5,0.9,2,1,0.125,1,2.0,-1,1,0.6666666666666666,-1,2.0,1.0,-1,65,0.313953488372093,0.34,0.25,0.1,4.0,0.44,0.11337209302325582,0.14
0.4883720930232558,0.95,2,1,1,0.5,0.04,2,-1,0.375,2,2.0,-1,3,0.5,-1,2.0,1.0,1,70,0.01953488372093023,0.02,0.375,0.14,4.0,0.44,0.463953488372093,0.57
0.6511627906976745,0.9,2,1,1,0.5,0.44,2,1,0.125,1,2.0,-1,3,0.5,-1,1.0,2.0,-1,71,0.28651162790697676,0.31,0.125,0.05,2.0,0.22,0.586046511627907,0.72
0.4418604651162791,0.275,2,2,1,0.5,0.76,2,1,0.125,1,1.0,-1,2,0.6666666666666666,-1,2.0,1.0,1,65,0.3358139534883721,0.37,0.25,0.1,4.0,0.44,0.12151162790697675,0.15
0.6511627906976745,0.8,1,2,-1,0.0,0.82,2,1,0.25,2,2.0,-1,1,0.1666666666666666,-1,3.0,1.0,1,72,0.533953488372093,0.58,0.5,0.19,3.0,0.33,0.5209302325581396,0.64
0.0697674418604651,1.0,3,3,1,0.6666666666666666,0.2,3,1,0.0,2,3.0,1,3,0.6666666666666666,-1,2.0,2.0,-1,69,0.013953488372093021,0.02,0.0,0.0,6.0,0.67,0.0697674418604651,0.09
0.5581395348837209,0.25,2,2,-1,0.5,0.04,2,1,0.125,2,2.0,-1,3,0.5,-1,3.0,1.0,1,66,0.022325581395348838,0.02,0.25,0.1,6.0,0.67,0.13953488372093023,0.17
0.4651162790697674,0.425,1,2,1,0.5,0.8,2,1,0.5,2,2.0,1,2,0.5,-1,3.0,2.0,-1,68,0.37209302325581395,0.41,1.0,0.38,3.0,0.33,0.19767441860465113,0.24
0.3953488372093023,0.525,3,1,1,0.6666666666666666,0.42,2,1,0.0,2,2.0,-1,2,0.5,-1,1.0,2.0,1,65,0.16604651162790696,0.18,0.0,0.0,3.0,0.33,0.20755813953488372,0.25
0.1627906976744186,0.025,2,2,1,0.5,0.08,2,1,0.125,3,2.0,-1,3,0.5,-1,2.0,1.0,-1,60,0.013023255813953487,0.01,0.25,0.1,4.0,0.44,0.004069767441860465,0.0
0.4186046511627907,0.225,2,3,1,0.5,0.64,3,1,0.125,1,2.0,-1,1,0.3333333333333333,-1,1.0,1.0,-1,65,0.26790697674418606,0.29,0.375,0.14,2.0,0.22,0.09418604651162792,0.12
0.4883720930232558,0.275,3,2,-1,0.3333333333333333,0.58,3,1,0.125,1,1.0,-1,3,0.5,-1,1.0,1.0,-1,66,0.28325581395348837,0.31,0.25,0.1,3.0,0.33,0.13430232558139535,0.16
0.6511627906976745,0.45,3,3,1,0.0,0.86,1,1,0.625,2,3.0,-1,2,0.5,-1,2.0,1.0,-1,74,0.56,0.61,1.875,0.71,6.0,0.67,0.2930232558139535,0.36
0.3720930232558139,0.175,2,2,1,0.1666666666666666,0.04,3,1,0.25,2,2.0,1,1,0.5,-1,1.0,3.0,1,62,0.014883720930232556,0.02,0.5,0.19,2.0,0.22,0.06511627906976743,0.08
0.3255813953488372,0.875,2,2,-1,0.5,0.86,2,1,0.25,1,2.0,-1,3,0.6666666666666666,-1,2.0,2.0,-1,70,0.27999999999999997,0.3,0.5,0.19,4.0,0.44,0.2848837209302325,0.35
0.3720930232558139,0.7,2,3,1,0.5,0.88,1,1,0.0,2,2.0,-1,2,0.5,-1,1.0,1.0,-1,69,0.32744186046511625,0.36,0.0,0.0,2.0,0.22,0.2604651162790697,0.32
0.5581395348837209,0.075,2,3,1,0.5,0.44,2,1,0.375,2,3.0,1,1,0.6666666666666666,-1,2.0,3.0,-1,67,0.24558139534883722,0.27,1.125,0.43,4.0,0.44,0.04186046511627907,0.05
0.4883720930232558,0.65,1,1,-1,0.3333333333333333,0.08,2,1,0.25,2,2.0,-1,2,0.0,-1,1.0,2.0,-1,64,0.03906976744186046,0.04,0.25,0.1,1.0,0.11,0.3174418604651163,0.39
0.3720930232558139,0.65,2,3,-1,0.1666666666666666,0.94,3,1,0.375,3,2.0,-1,2,0.5,-1,2.0,1.0,-1,71,0.34976744186046504,0.38,1.125,0.43,4.0,0.44,0.24186046511627904,0.3
0.5116279069767442,0.95,2,1,1,0.5,0.08,1,1,0.0,2,2.0,-1,1,0.5,-1,2.0,1.0,1,68,0.04093023255813954,0.04,0.0,0.0,4.0,0.44,0.48604651162790696,0.59
0.3488372093023256,0.925,2,2,1,0.3333333333333333,0.84,1,1,0.0,3,2.0,1,3,0.6666666666666666,-1,2.0,1.0,-1,71,0.2930232558139535,0.32,0.0,0.0,4.0,0.44,0.3226744186046512,0.39
0.3953488372093023,0.925,3,2,1,0.0,0.5,1,1,0.0,1,2.0,-1,3,0.5,-1,1.0,2.0,-1,69,0.19767441860465115,0.22,0.0,0.0,3.0,0.33,0.3656976744186046,0.45
0.3953488372093023,0.725,3,2,1,0.0,0.46,2,1,0.375,3,2.0,1,3,0.3333333333333333,-1,2.0,1.0,1,100,0.18186046511627907,0.2,0.75,0.29,6.0,0.67,0.2866279069767442,0.35
0.2325581395348837,0.775,2,2,-1,0.3333333333333333,0.88,2,1,0.375,2,2.0,-1,2,0.5,-1,2.0,2.0,-1,68,0.20465116279069764,0.22,0.75,0.29,4.0,0.44,0.18023255813953487,0.22
0.4883720930232558,0.1,1,2,-1,0.5,0.96,1,-1,0.125,2,2.0,-1,1,0.5,-1,1.0,1.0,-1,62,0.46883720930232553,0.51,0.25,0.1,1.0,0.11,0.04883720930232558,0.06
0.4883720930232558,0.525,2,2,1,0.5,0.54,1,1,0.25,2,2.0,-1,3,0.5,-1,3.0,3.0,1,68,0.26372093023255816,0.29,0.5,0.19,6.0,0.67,0.2563953488372093,0.31
0.4418604651162791,0.225,3,3,1,0.3333333333333333,0.46,2,1,0.25,1,2.0,1,3,0.5,-1,1.0,3.0,-1,66,0.20325581395348838,0.22,0.75,0.29,3.0,0.33,0.0994186046511628,0.12
0.4186046511627907,0.175,1,2,-1,0.1666666666666666,0.84,3,1,0.0,2,2.0,-1,3,0.5,-1,2.0,1.0,-1,64,0.3516279069767442,0.38,0.0,0.0,2.0,0.22,0.07325581395348837,0.09
0.3953488372093023,0.475,2,2,1,0.5,0.58,2,1,0.0,1,3.0,1,2,0.5,-1,2.0,3.0,-1,65,0.22930232558139532,0.25,0.0,0.0,4.0,0.44,0.18779069767441858,0.23
0.3255813953488372,0.95,3,2,-1,0.3333333333333333,0.16,3,1,0.0,1,3.0,-1,3,0.5,-1,2.0,1.0,-1,69,0.05209302325581395,0.06,0.0,0.0,6.0,0.67,0.3093023255813953,0.38
0.4186046511627907,0.175,2,2,-1,0.1666666666666666,0.64,3,1,0.125,1,1.0,1,1,0.5,-1,1.0,1.0,-1,63,0.26790697674418606,0.29,0.25,0.1,2.0,0.22,0.07325581395348837,0.09
0.4883720930232558,0.975,2,1,1,0.3333333333333333,0.84,1,1,0.375,2,2.0,-1,1,0.6666666666666666,-1,3.0,2.0,-1,72,0.41023255813953485,0.45,0.375,0.14,6.0,0.67,0.47616279069767437,0.58
0.6976744186046512,1.0,2,2,-1,0.5,0.18,2,1,0.25,3,3.0,-1,3,0.8333333333333334,-1,3.0,2.0,-1,76,0.12558139534883722,0.14,0.5,0.19,6.0,0.67,0.6976744186046512,0.85
0.4883720930232558,0.175,2,2,1,0.5,0.44,3,1,0.375,1,3.0,-1,3,0.3333333333333333,-1,3.0,2.0,1,67,0.21488372093023256,0.23,0.75,0.29,6.0,0.67,0.08546511627906976,0.1
0.4418604651162791,0.325,3,2,1,0.8333333333333334,0.84,2,1,0.25,2,3.0,-1,3,0.5,-1,2.0,1.0,-1,69,0.37116279069767444,0.4,0.5,0.19,6.0,0.67,0.1436046511627907,0.18
0.1627906976744186,0.425,3,2,1,0.3333333333333333,0.74,2,1,0.0,1,2.0,-1,2,0.3333333333333333,-1,1.0,2.0,-1,63,0.12046511627906975,0.13,0.0,0.0,3.0,0.33,0.0691860465116279,0.08
0.4418604651162791,0.3,2,2,-1,0.8333333333333334,0.32,2,1,0.375,1,3.0,1,3,0.5,-1,3.0,1.0,-1,67,0.1413953488372093,0.15,0.75,0.29,6.0,0.67,0.1325581395348837,0.16
0.4418604651162791,0.275,1,3,1,0.5,0.24,3,1,0.25,2,2.0,-1,1,0.8333333333333334,-1,2.0,1.0,-1,66,0.10604651162790697,0.12,0.75,0.29,2.0,0.22,0.12151162790697675,0.15
0.7906976744186046,0.975,3,3,1,0.5,0.7,1,1,0.25,2,3.0,1,2,0.3333333333333333,-1,3.0,1.0,1,79,0.5534883720930232,0.6,0.75,0.29,9.0,1.0,0.7709302325581395,0.94
0.4186046511627907,0.15,2,2,-1,0.6666666666666666,0.48,2,1,0.125,3,2.0,-1,2,0.5,-1,1.0,1.0,1,64,0.20093023255813955,0.22,0.25,0.1,2.0,0.22,0.06279069767441861,0.08
0.4883720930232558,0.725,3,3,1,0.3333333333333333,0.6,2,1,0.125,3,3.0,-1,3,0.5,-1,1.0,1.0,1,73,0.29302325581395344,0.32,0.375,0.14,3.0,0.33,0.3540697674418604,0.43
0.2790697674418604,0.6,2,2,-1,0.1666666666666666,0.56,2,1,0.125,1,3.0,-1,3,0.3333333333333333,-1,1.0,1.0,-1,65,0.15627906976744185,0.17,0.25,0.1,2.0,0.22,0.16744186046511625,0.2
0.6046511627906976,0.925,1,3,1,0.6666666666666666,0.62,2,1,0.0,3,2.0,-1,3,0.8333333333333334,-1,1.0,1.0,1,73,0.37488372093023253,0.41,0.0,0.0,1.0,0.11,0.5593023255813954,0.68
0.5581395348837209,0.3,3,3,1,0.6666666666666666,0.88,1,1,0.25,1,2.0,1,3,0.6666666666666666,-1,2.0,2.0,1,70,0.49116279069767443,0.53,0.75,0.29,6.0,0.67,0.16744186046511628,0.2
0.3255813953488372,0.65,2,2,1,0.5,0.14,2,1,0.125,2,2.0,-1,1,0.5,-1,2.0,1.0,-1,65,0.045581395348837206,0.05,0.25,0.1,4.0,0.44,0.21162790697674416,0.26
0.627906976744186,0.725,1,3,1,0.8333333333333334,0.58,3,1,0.0,1,2.0,1,3,0.1666666666666666,-1,2.0,2.0,1,71,0.3641860465116279,0.4,0.0,0.0,2.0,0.22,0.4552325581395349,0.56
0.2558139534883721,0.7,1,2,-1,0.3333333333333333,0.44,1,1,0.25,2,2.0,-1,3,0.3333333333333333,-1,2.0,3.0,-1,64,0.11255813953488372,0.12,0.5,0.19,2.0,0.22,0.17906976744186046,0.22
0.7441860465116279,0.25,2,2,1,0.3333333333333333,0.64,1,1,0.125,1,3.0,-1,2,0.6666666666666666,-1,2.0,1.0,-1,69,0.4762790697674419,0.52,0.25,0.1,4.0,0.44,0.18604651162790697,0.23
0.3023255813953488,0.95,2,2,-1,0.5,0.52,2,1,0.0,2,3.0,1,3,0.6666666666666666,-1,2.0,2.0,1,69,0.1572093023255814,0.17,0.0,0.0,4.0,0.44,0.28720930232558134,0.35
0.3720930232558139,0.925,2,2,-1,0.6666666666666666,0.78,2,1,0.125,1,,-1,2,0.6666666666666666,-1,1.0,3.0,-1,69,0.29023255813953486,0.32,0.25,0.1,2.0,0.22,0.3441860465116279,0.42
0.4651162790697674,0.45,2,2,1,1.0,0.1,2,1,0.125,3,1.0,1,3,0.3333333333333333,-1,2.0,1.0,-1,67,0.046511627906976744,0.05,0.25,0.1,4.0,0.44,0.20930232558139533,0.26
0.3720930232558139,0.85,1,2,1,0.6666666666666666,0.3,1,1,0.5,2,2.0,-1,2,1.0,-1,1.0,3.0,1,68,0.11162790697674417,0.12,1.0,0.38,1.0,0.11,0.3162790697674418,0.39
0.2325581395348837,0.45,2,3,1,0.6666666666666666,0.02,2,1,0.25,1,2.0,-1,2,0.5,-1,3.0,1.0,-1,64,0.0046511627906976735,0.01,0.75,0.29,6.0,0.67,0.10465116279069767,0.13
0.4418604651162791,0.425,2,2,-1,0.3333333333333333,0.74,1,1,0.0,1,3.0,-1,3,0.6666666666666666,-1,1.0,1.0,1,66,0.3269767441860465,0.36,0.0,0.0,2.0,0.22,0.1877906976744186,0.23
0.3023255813953488,0.15,3,1,-1,0.5,0.92,2,1,0.375,1,3.0,-1,1,0.5,-1,1.0,1.0,-1,63,0.27813953488372095,0.3,0.375,0.14,3.0,0.33,0.04534883720930232,0.06
0.5116279069767442,0.425,2,2,1,0.5,0.58,2,1,0.0,1,3.0,-1,2,0.3333333333333333,-1,1.0,2.0,-1,66,0.2967441860465116,0.32,0.0,0.0,2.0,0.22,0.2174418604651163,0.27
